ACCESSIONNUMBER,ENTITYNAME,CIK,STREET1,STREET2,CITY,STATEORCOUNTRY,ZIPCODE,TOTALAMOUNTSOLD,TOTALOFFERINGAMOUNT,FILING_DATE,source_quarter
0001104659-26-075732,"Liminatus Pharma, Inc.",0001971387,"2251 STERN GOODMAN STREET, SUITE E",,FULLERTON,CA,92833,1861920,1861920,18-JUN-2026,2026Q2
0001493152-26-029282,Tolerance Bio Inc.,0002075488,2929 ARCH STREET,4TH FLOOR,PHILADELPHIA,PA,19104,15101584,Indefinite,18-JUN-2026,2026Q2
0002080612-26-000035,"Emblok, Inc.",0002140377,410 S. CEDAR AVE.,,TAMPA,FL,33606,6000000,12000000,18-JUN-2026,2026Q2
0001859067-26-000006,Rejuvenate Bio Inc,0001859067,270 N. El Camino Real,SUITE F451,SAN DIEGO,CA,92024,19471354,27049354,18-JUN-2026,2026Q2
0002122108-26-000002,"5D Patient Journey, Inc.",0002122108,156 BEECHMONT DRIVE,,NEW ROCHELLE,NY,10804,5460004,6017471,18-JUN-2026,2026Q2
0002139858-26-000001,"Pierogi Therapeutics, Inc",0002139858,5533 BEACON ST,,PITTSBURGH,PA,15217,50000,4000000,17-JUN-2026,2026Q2
0001786717-26-000002,"Qlaris Bio, Inc.",0001786717,770 Legacy Place,2nd Floor,Dedham,MA,02026,3946659,3946659,17-JUN-2026,2026Q2
0001878332-26-000004,"Reservoir Neuroscience, Inc.",0001878332,"665 3RD STREET, STE. 250",,SAN FRANCISCO,CA,94107,2999999,8000000,17-JUN-2026,2026Q2
0002137563-26-000001,PARLEY NEUROTECH INC,0002137563,3000 LAWRENCE ST,,DENVER,CO,80205,140000,300000,17-JUN-2026,2026Q2
0001165842-26-000001,SPINEOLOGY INC,0001165842,7800 3RD STR N #600,,ST. PAUL,MN,55128,12641849,14079337,17-JUN-2026,2026Q2
0002140304-26-000001,"Peptaris, Inc.",0002140304,406 S 23RD ST,,PHILADELPHIA,PA,19146,4000000,4000000,16-JUN-2026,2026Q2
0002139514-26-000002,"Memento Medicines, Inc.",0002139514,200 BERKELEY ST.,18th Floor,BOSTON,MA,02116,38000159,93000383,16-JUN-2026,2026Q2
0001841099-26-000001,"CND Life Sciences, Inc.",0001841099,9165 E. DEL CAMINO DRIVE,SUITE 101,SCOTTSDALE,AZ,85258-4381,4314750,6250000,16-JUN-2026,2026Q2
0001889145-26-000001,"Nirrin Technologies, Inc.",0001889145,44 MANNING RD.,,BILLERICA,MA,01821,6699781,9711196,15-JUN-2026,2026Q2
0002028798-26-000003,"Immunis, Inc.",0002028798,18301 Von Karman Avenue,Suite 350,Irvine,CA,92612,11975000,11975000,15-JUN-2026,2026Q2
0001104659-26-073380,"Eos SENOLYTIX, Inc.",0002129803,2710 REED ROAD,SUITE 160,HOUSTON,TX,77051,750000,25000000,12-JUN-2026,2026Q2
0002135129-26-000001,"Commense Bio, Inc.",0002135129,"2805 WILDERNESS PLACE, SUITE 1000",,BOULDER,CO,80301,2470334,2671875,12-JUN-2026,2026Q2
0002055006-26-000004,Carna Inc.,0002055006,200 NEWBURY STREET,SUITE 401,BOSTON,MA,02116,9073160,10000000,11-JUN-2026,2026Q2
0000950138-26-000010,Duke Street Bio Ltd,0001823388,2 DUKE STREET,,LONDON,X0,W1U 3EH,4136978,4136978,11-JUN-2026,2026Q2
0000912282-26-000809,"Quince Therapeutics, Inc.",0001662774,"611 Gateway Blvd., Suite 273",,South San Francisco,CA,94080,114720542,186422679,11-JUN-2026,2026Q2
0002090859-26-000008,Barricade Therapeutics Corp,0002090859,1120 SOUTH FREEWAY,SUITE 103,FORT WORTH,TX,76104,100000,Indefinite,10-JUN-2026,2026Q2
0001818752-26-000003,"Contraline, Inc.",0001818752,818 E. Jefferson St Suite 201,,CHARLOTTESVILLE,VA,22902,55804741,115929658,10-JUN-2026,2026Q2
0002114425-26-000002,"Haku Bio, Inc.",0002114425,74 NEWPORT ST,,ARLINGTON,MA,02476,1299000,2500000,10-JUN-2026,2026Q2
0002139798-26-000001,Ovelle Bio Corp.,0002139798,850 NEW BURTON ROAD SUITE 201,,DOVER,DE,19904,7000000,9200000,10-JUN-2026,2026Q2
0002138504-26-000001,SalivIQ Diagnostics Inc.,0002138504,1200 PARK ROAD,,HARRISONBURG,VA,22802,1205000,2470000,10-JUN-2026,2026Q2
0001062993-26-003123,"Thiogenesis Therapeutics, Corp.",0001877778,"4 KING STREET WEST, SUITE 401",,TORONTO,A6,M5H 1B6,28964,28964,09-JUN-2026,2026Q2
0001843372-26-000004,Duo Oncology Inc.,0001843372,218 OAKLAND AVE,,PITTSBURGH,PA,15213,1425000,3000000,09-JUN-2026,2026Q2
0001828673-26-000003,HCW Biologics Inc.,0001828673,2929 N COMMERCE PKWY,,MIRAMAR,FL,33025,4000000,4000000,08-JUN-2026,2026Q2
0001376474-26-000424,Biostax Corp.,0001559356,"2431 Aloma Ave, Suite 124",,Winter Park,FL,32792,0,7453728,08-JUN-2026,2026Q2
0001852647-26-000002,"Spine BioPharma, Inc.",0001852647,"505 PARK AVENUE, 14TH FLOOR",,NEW YORK,NY,10022,384798,8500000,05-JUN-2026,2026Q2
0002136290-26-000002,Los Angeles Project Inc,0002136290,1905 KRAMER LANE B850,,AUSTIN,TX,78758,1475000,1475000,05-JUN-2026,2026Q2
0000891839-26-000224,Crossject SA,0002136893,6 RUE PAULINE KERGOMARD,,DIJON,I0,21000,0,10259936,05-JUN-2026,2026Q2
0001829522-26-000003,"Antlia Bioscience, Inc.",0001829522,1281 HYMETTUS AVE,,ENCINITAS,CA,92024,6000000,20000000,05-JUN-2026,2026Q2
0001701523-26-000003,Illuminare Biotechnologies Inc,0001701523,327 St Marks Avenue,,Brooklyn,NY,11238,3650000,4000000,04-JUN-2026,2026Q2
0001193125-26-256064,"Senti Biosciences, Inc.",0002138461,"2 Corporate Drive, First Floor",,South San Francisco,CA,94080,10000000,40000000,04-JUN-2026,2026Q2
0001193125-26-256064,"Senti Holdings, Inc.",0002136276,"2 Corporate Drive, First Floor",,South San Francisco,CA,94080,10000000,40000000,04-JUN-2026,2026Q2
0001193125-26-256064,"Senti Biosciences Holdings, Inc.",0001854270,"2 Corporate Drive, First Floor",,South San Francisco,CA,94080,10000000,40000000,04-JUN-2026,2026Q2
0002127885-26-000001,"Goldenrod Therapeutics, Inc.",0002127885,"3900 ESSEX LANE, SUITE 575",,HOUSTON,TX,77027,3245355,6510000,03-JUN-2026,2026Q2
0001914060-26-000001,Biolexis Therapeutics Inc.,0001914060,3900 N TRAVERSE MOUNTAIN BLVD,SUITE 200,LEHI,UT,84043,1600000,12000000,03-JUN-2026,2026Q2
0001213900-26-064624,"BioStem Technologies, Inc.",0001658678,2836 CENTER PORT CIRCLE,,POMPANO BEACH,FL,33064,2500000,2500000,03-JUN-2026,2026Q2
0002126389-26-000001,"Human Biotech, Inc.",0002126389,77 NEW STREET,UNIT 420,CAMBRIDGE,MA,02138,9999997,9999997,03-JUN-2026,2026Q2
0001462444-26-000002,"Galaxy Diagnostics, Inc.",0001462444,6 DAVIS DRIVE,SUITE 832,Durham,NC,27713,3019645,5699460,03-JUN-2026,2026Q2
0000905148-26-002800,"Entact Bio, Inc.",0002008244,"65 Grove Street, Suite 303",,Watertown,MA,02472,9999997,9999997,03-JUN-2026,2026Q2
0002058052-26-000004,"Maxymune Therapeutics, Inc.",0002058052,95 MAIN ST.,SUITE 9,LOS ALTOS,CA,94022,2675000,4500000,03-JUN-2026,2026Q2
0001819114-26-000001,"Optimeos Life Sciences, Inc.",0001819114,"174 NASSAU STREET, SUITE 334",,PRINCETON,NJ,08542,1000000,2000000,03-JUN-2026,2026Q2
0002138133-26-000001,"Ardego Therapeutics, Inc.",0002138133,"207A PERRY PARKWAY, SUITE 6",,GAITHERSBURG,MD,20877,50000,3000000,03-JUN-2026,2026Q2
0002131485-26-000001,JASTLabs Corp,0002131485,100 MURAL STREET,SUITE 200,RICHMOND HILL,A6,L4B 1J3,0,50000000,02-JUN-2026,2026Q2
0002136781-26-000001,Uniform Bio Inc.,0002136781,3205 PLANTATION ROAD,,RALEIGH,NC,27609,1680000,2680000,02-JUN-2026,2026Q2
0002104165-26-000003,"Matthias Therapeutics, LLC",0002104165,27 SENTINEL DRIVE,,BASKING RIDGE,NJ,07920,50000,500000,01-JUN-2026,2026Q2
0002007576-26-000002,Orthomod LLC,0002007576,350 FAME ROAD,,DAYTON,OH,45449,0,2000000,29-MAY-2026,2026Q2
0002008412-26-000004,"Restora Medical, Inc.",0002008412,2603 MAIN ST.,SUITE 770,IRVINE,CA,92614,11500000,15000000,29-MAY-2026,2026Q2
0002049466-26-000003,"Portal Biotechnologies, Inc.",0002049466,27 BRUNSWICK RD.,,ARLINGTON,MA,02476,11694998,11905000,29-MAY-2026,2026Q2
0001609048-26-000002,"Potrero Medical, Inc.",0001609048,26142 EDEN LANDING RD.,,HAYWARD,CA,94545,6500000,6500000,29-MAY-2026,2026Q2
0002134718-26-000021,StromaGenesis LLC,0002135079,"100 EAST LANCASTER AVE., ROOM R234",,WYNNEWOOD,PA,19096,175000,10000000,28-MAY-2026,2026Q2
0002137361-26-000001,Monocacy Therapeutics Inc.,0002137361,4716 MONROVIA BLVD,,MONROVIA,MD,21770,114450,Indefinite,27-MAY-2026,2026Q2
0002088831-26-000001,"Kayak Therapeutics, Inc.",0002088831,3317 BOWMAN AVENUE,,AUSTIN,TX,78703,11940000,25000000,27-MAY-2026,2026Q2
0002066306-26-000001,"Vivamed, Inc.",0002066306,"124 IDAHO AVE., #404",,SANTA MONICA,CA,90403,3000000,3000000,27-MAY-2026,2026Q2
0001104659-26-066401,GridAI Technologies Corp.,0001604191,"433 PLAZA REAL, SUITE 275",,BOCA RATON,FL,33432,5250000,5250000,27-MAY-2026,2026Q2
0002057312-26-000002,"Magnus Medical, Inc.",0002057312,"1350 OLD BAYSHORE HWY, SUITE 600",,BURLINGAME,CA,94010,49030035,77000000,26-MAY-2026,2026Q2
0001556747-26-000003,"ONCOSYNERGY, INC.",0001556747,2 RAVENGLASS DR.,,STAMFORD,CT,06903,6608832,8208830,26-MAY-2026,2026Q2
0001104659-26-066134,TenNor Therapeutics (Suzhou) Ltd,0002136090,"UNIT 701, BLOCK B7, BIOBAY",218 XINGHU STREET,SUZHOU,F4,215123,14699667,14699667,26-MAY-2026,2026Q2
0002069701-26-000003,"Reprogram Biosciences, Inc.",0002069701,1030 BRITTAN AVE,,SAN CARLOS,CA,94070,5000000,5000000,26-MAY-2026,2026Q2
0001493152-26-024786,Lantern Pharma Inc.,0001763950,"1920 MCKINNEY AVENUE, 7TH FLOOR",,DALLAS,TX,75201,0,0,21-MAY-2026,2026Q2
0002135564-26-000001,"ViCardia Therapeutics, Inc.",0002135564,"530 BUSH STREET, SUITE 802",,SAN FRANCISCO,CA,94108,700000,700000,21-MAY-2026,2026Q2
0001782236-26-000001,"Reprise Biomedical, Inc.",0001782236,"17400 Medina Rd., Ste. 100",,Plymouth,MN,55447,1450000,8000000,21-MAY-2026,2026Q2
0001667677-26-000004,"Sea Pharmaceuticals, LLC",0001667677,14 GRAY STREET,,CAMBRIDGE,MA,02138,71100,1742321,20-MAY-2026,2026Q2
0002133040-26-000001,Ropana Vascular Inc.,0002133040,1817 WATERMILL COURT,,PLANO,TX,75093,100000,1000000,20-MAY-2026,2026Q2
0001683168-26-004126,"CNS Pharmaceuticals, Inc.",0001729427,2100 WEST LOOP SOUTH,SUITE 900,HOUSTON,TX,77027,22525000,22525000,19-MAY-2026,2026Q2
0001892414-26-000004,Remedium Bio Inc.,0001892414,1116 GREAT PLAIN AVENUE,,NEEDHAM,MA,02492,1500000,10000000,18-MAY-2026,2026Q2
0000891839-26-000163,AB Science S.A.,0001703850,"3, AVENUE GEORGE V",,PARIS,I0,75008,2989368,2989368,18-MAY-2026,2026Q2
0001964579-26-000001,"ReelReactor, Inc.",0001964579,2601 N PENROSE PLACE,,STAR,ID,83669,500000,500000,18-MAY-2026,2026Q2
0002041956-26-000001,"ThinkBio.Ai, Inc",0002041956,3602 Inland Empire Blvd. C-200,,Ontario,CA,91764,0,20000000,18-MAY-2026,2026Q2
0002135544-26-000002,"Auxilium Health, Inc.",0002135544,10000 CEDAR AVE,,CLEVELAND,OH,44106,3000000,4000000,15-MAY-2026,2026Q2
0001493152-26-023677,"Majesty Therapeutics, Inc.",0002135155,41 SENECA ROAD,,SEA RANCH LAKES,FL,33308,100000,5000000,15-MAY-2026,2026Q2
0002135476-26-000001,VST Operating Corp.,0002135476,12250 CORPORATE PARKWAY,,MEQUON,WI,53902,1684732,2187490,15-MAY-2026,2026Q2
0000929638-26-001870,"Trellis Bioscience, Inc.",0001162015,702 Marshall Street,Suite 301,Redwood City,CA,94063,6093000,Indefinite,15-MAY-2026,2026Q2
0002134608-26-000001,"Xenagos Bio, Inc.",0002134608,"121 S. BROAD ST., 15TH FLOOR, #1015",,PHILADELPHIA,PA,19107,2520000,2520000,15-MAY-2026,2026Q2
0001885079-26-000001,"Athos Therapeutics, Inc.",0001885079,1123 W. CARSON ST.,,TORRANCE,CA,90502,10282887,20000000,15-MAY-2026,2026Q2
0001645460-26-000003,"Cue Biopharma, Inc.",0001645460,40 GUEST STREET,,BOSTON,MA,02135,29999992,29999992,14-MAY-2026,2026Q2
0002132841-26-000002,"Gaius Therapeutics, Inc,",0002132841,"9276 SCRANTON ROAD, SUITE 500",,SAN DIEGO,CA,92121,60000,250000,14-MAY-2026,2026Q2
0001996442-26-000002,"EtiraRX, Inc.",0001996442,3060 PEGASUS PARK DRIVE,BUILDING 6,DALLAS,TX,75247,2277533,3000003,14-MAY-2026,2026Q2
0002133041-26-000001,"Pillar Therapeutics, Inc.",0002133041,"200 BERKELEY STREET, 18TH FLOOR",,BOSTON,MA,02116,14000000,25000000,13-MAY-2026,2026Q2
0002014313-26-000002,"Sentrimed, Inc.",0002014313,107 GILBRETH PARKWAY,,MULLICA HILL,NJ,08062,250000,1000000,13-MAY-2026,2026Q2
0001213900-26-055381,NewcelX Ltd.,0001783036,HOHSTRASSE 1,,KLOTEN,V8,8302,3428989,3428989,13-MAY-2026,2026Q2
0001749418-26-000001,"Axenic Health Solutions, Inc.",0001749418,1020 WINDHAVEN ROAD,,LIBERTYVILLE,IL,60048,175029,1000000,12-MAY-2026,2026Q2
0002134601-26-000001,"California Compounding Company, Inc.",0002134601,6600 W. SUNSET BLVD,SUITE 237,LOS ANGELES,CA,90028,4923273,14520001,12-MAY-2026,2026Q2
0001993125-26-000001,Pagari Life Science Corp.,0001993125,333 WEST BETHALTO DRIVE,,BETHALTA,IL,62010,97494,300000,12-MAY-2026,2026Q2
0001231919-26-000472,"Syncromune, Inc.",0001955312,"2919 E. COMMERCIAL BLVD., SUITE 200",,FORT LAUDERDALE,FL,33308,144828791,144828791,11-MAY-2026,2026Q2
0001742075-26-000004,"Virtuoso Surgical, Inc.",0001742075,4560 TROUSDALE DR.,SUITE 100,NASHVILLE,TN,37204,2900000,10000000,11-MAY-2026,2026Q2
0001213900-26-054301,"PANGIA BIOTECH, INC.",0002125789,4733 WEST ATLANTIC AVENUE,SUITE C-14,DELRAY BEACH,FL,33445,1580000,1580000,11-MAY-2026,2026Q2
0001865257-26-000004,"Allyx Therapeutics, Inc.",0001865257,555 Long Wharf Drive,Floor 11,NEW HAVEN,CT,06511,26427730,29999999,11-MAY-2026,2026Q2
0001846144-26-000001,Niche Biopharmaceuticals LLC,0001846144,22345 BRACKETTS ROAD,,SHOREWOOD,MN,55331,200000,200000,11-MAY-2026,2026Q2
0001175680-26-000003,CytoDyn Inc.,0001175680,"1111 MAIN STREET, SUITE 660",,VANCOUVER,WA,98660,18600392,18600392,11-MAY-2026,2026Q2
0002074593-26-000002,"PridCor Therapeutics, LLC",0002074593,1837 COMMONS NORTH DRIVE,,TUSCALOOSA,AL,35406,0,6045000,08-MAY-2026,2026Q2
0001994719-26-000003,"BRT Biotechnologies, Inc.",0001994719,SEAVER NORTH,645 N COLLEGE AVE,CLAREMONT,CA,91711,607300,607300,08-MAY-2026,2026Q2
0002133952-26-000001,Bi-One Inc.,0002133952,"5725 Stables Way, Unit 303",,Alpharetta,GA,30004,0,25000000,08-MAY-2026,2026Q2
0002133992-26-000001,MycoRx LLC,0002133992,1501 BELLE ISLE AVENUE,SUITE 110,MOUNT PLEASANT,SC,29464,600000,Indefinite,08-MAY-2026,2026Q2
0002134002-26-000001,"Natsar Pharmaceuticals, Inc.",0002134002,4624 TALL MAPLE CT.,,ELLICOTT CITY,MD,21043,4221000,Indefinite,08-MAY-2026,2026Q2
0002130284-26-000001,Federated Biologics Inc.,0002130284,"SHOP 1, 2 RALPH STREET",,ALEXANDRIA,C3,NSW 2015,5999997,5999997,08-MAY-2026,2026Q2
0002100328-26-000001,"SPKL,LLC",0002100328,18201 WIMBLEDON GREEN PL,,TAMPA,FL,33647,135000,Indefinite,08-MAY-2026,2026Q2
0002132799-26-000001,"Illexcor Therapeutics, Inc.",0002132799,11924 Evening Loop,,HENRICO,VA,23233,13000000,69000000,08-MAY-2026,2026Q2
0001641241-26-000001,"Cyrus Biotechnology, Inc.",0001641241,3005 1ST AVE,SUITE 203,SEATTLE,WA,98121,1481812,3000000,08-MAY-2026,2026Q2
0001231919-26-000465,"Outlook Therapeutics, Inc.",0001649989,111 S. WOOD AVENUE,UNIT #100,ISELIN,NJ,08830,0,5000000,07-MAY-2026,2026Q2
0002133798-26-000001,"Metisculpt, Inc",0002133798,3213 COVENTRY LANE,,PLANO,TX,75093,550000,Indefinite,07-MAY-2026,2026Q2
0002014351-26-000003,"AXOFT, INC.",0002014351,148 Sidney St,,Cambridge,MA,02139,34245380,34245399,07-MAY-2026,2026Q2
0001751635-26-000003,"Neopenda, PBC",0001751635,1623 W FULTON ST,,CHICAGO,IL,60612,35000,1500000,07-MAY-2026,2026Q2
0002022224-26-000001,Mitera Biosciences Inc.,0002022224,3120 139th Avenue Southeast,Suite 500,Bellevue,WA,98005,1100000,3000000,06-MAY-2026,2026Q2
0002045812-26-000003,Autoimmunity Biologic Solutions Inc.,0002045812,"2710 REED RD, SUITE 160",,HOUSTON,TX,77051,3209233,3209233,06-MAY-2026,2026Q2
0001820902-26-000006,MedVector Corp,0001820902,898 Pacific Coast Highway,,El Segundo,CA,90245,1005000,1100000,06-MAY-2026,2026Q2
0001965382-26-000001,"Scalpel Ventures, LLC",0001965382,1979 CUSTOM LANE,,APEX,NC,27502,2586305,10000000,06-MAY-2026,2026Q2
0001079973-26-000600,"Jupiter Biomedical Research, Inc.",0001694280,3710 BUCKEYE STREET,STE. 100,PALM BEACH GARDENS,FL,33410,500000,500000,05-MAY-2026,2026Q2
0002133098-26-000001,D44 Ventures SPV LLC,0002133098,108 WEST 13TH STREET,,WILMINGTON,DE,19801,3000000,3000000,05-MAY-2026,2026Q2
0002125206-26-000002,Vitanova Biomedical Inc.,0002125206,222 SIDNEY BAKER STREET,SUITE 635,KERRVILLE,TX,78028,0,8000000,05-MAY-2026,2026Q2
0001587661-26-000002,"Artax Biopharma, Inc.",0001587661,ONE BROADWAY,14TH FLOOR,CAMBRIDGE,MA,02142,19000000,19000000,05-MAY-2026,2026Q2
0000890821-26-000002,"Enveric Biosciences, Inc.",0000890821,245 FIRST STREET RIVERVIEW II 18TH FLOOR,,CAMBRIDGE,MA,02142,5000002,5000002,04-MAY-2026,2026Q2
0001989925-26-000003,"Inflammasome Therapeutics, Inc.",0001989925,57 CHAPEL ST.,STE. 100,NEWTON,MA,02458,13155645,13155645,04-MAY-2026,2026Q2
0001768446-26-000001,"Climb Bio, Inc.",0001768446,20 WILLIAM STREET,SUITE 145,WELLESLEY HILLS,MA,02481,110076289,110076289,04-MAY-2026,2026Q2
0002090938-26-000001,PharmassetX Inc.,0002090938,2900 LAKE VISTA DRIVE,,LOUISVILLE,KY,40241,100000,6000000,04-MAY-2026,2026Q2
0002133071-26-000001,"Mentat Biotechnology, Corp.",0002133071,1025 SAN LUIS CIR,UNIT 726,DALY CITY,CA,94014,10000,10000,04-MAY-2026,2026Q2
0002132293-26-000002,nira innovations Inc,0002132293,42 ROUTE 111,,DERRY,NH,03038,25000,1500000,01-MAY-2026,2026Q2
0001937493-26-000001,"Genesis New Ventures, LLC",0001937493,9575 NEVADA TRAIL,,MISSOULA,MT,59808,4227939,6500000,30-APR-2026,2026Q2
0002128979-26-000001,"Parabolica Therapeutics, Inc.",0002128979,6738 NORTHPORT DR,,DALLAS,TX,75230,50000,250000,30-APR-2026,2026Q2
0002044524-26-000003,"Esanik Therapeutics, Inc.",0002044524,120 West Main Street,,Northville,MI,48167,200000,375000,30-APR-2026,2026Q2
0001815624-26-000003,"GelMEDIX, Inc.",0001815624,"238 MAIN STREET, FIFTH FLOOR",,CAMBRIDGE,MA,02142,747000,2500000,30-APR-2026,2026Q2
0002131877-26-000001,Epi Labs Inc.,0002131877,135 MISSISSIPPI STREET,,SAN FRANCISCO,CA,94107,14849996,16149989,30-APR-2026,2026Q2
0002053885-26-000002,"NextEvo, Inc.",0002053885,181 WASHINGTON STREET,SUITE 450,CONSHOHOCKEN,PA,19428,725000,Indefinite,29-APR-2026,2026Q2
0001728054-26-000001,"Cresilon, Inc.",0001728054,86 34th St,Suite 6-3-D,BROOKLYN,NY,11232,4997000,25000000,29-APR-2026,2026Q2
0002131619-26-000001,PERSISTA BIO INC.,0002131619,16192 Coastal Highway,,City of Lewes,DE,19958,0,Indefinite,29-APR-2026,2026Q2
0001856491-26-000003,"Clover Biopharmaceuticals, Ltd.",0001856491,"B5-19,BUILDING,HIGH-TECH INCUBATION PARK",NO. 1480 NORTH SECTION OF TIANFU AVENUE,CHENGDU,F4,610041,3642978,3642978,29-APR-2026,2026Q2
0001736243-26-000001,"Acurx Pharmaceuticals, Inc.",0001736243,259 LIBERTY AVENUE,,STATEN ISLAND,NY,10305,4587473,4587473,29-APR-2026,2026Q2
0001970591-26-000003,Nutrivert Inc.,0001970591,2525 PEACHTREE ROAD NE #27,,ATLANTA,GA,30305,2374992,5999989,29-APR-2026,2026Q2
0001970543-26-000003,"LadeRx, LLC",0001970543,3225 SURREY ROAD,,DURHAM,NC,27707,0,3000000,29-APR-2026,2026Q2
0002010983-26-000002,"Biomakers, Inc.",0002010983,850 NEW BURTON ROAD,SUITE 201,"CITY OF DOVER, COUNTY OF KENT",DE,19904,5901147,7999999,29-APR-2026,2026Q2
0002131104-26-000001,Converge Bio Inc.,0002131104,2093 PHILADELPHIA PIKE #1664,,CLAYMONT,DE,19703,25000000,25000000,28-APR-2026,2026Q2
0001962738-26-000004,"CASI Pharmaceuticals, Inc.",0001962738,"1701-1702, CHINA CENTRAL OFFICE TOWER 1","NO. 81 JIANGUO ROAD, CHAOYANG DISTRICT",BEIJING,F4,100025,5000000,5000000,28-APR-2026,2026Q2
0002127553-26-000001,"NK-One Therapeutics, Inc.",0002127553,526 PARK RIDGE DRIVE,,WAYNE,PA,19087,290000,310000,27-APR-2026,2026Q2
0001787352-26-000002,"Nuclein, LLC",0001787352,8305 CROSS PARK DR,,AUSTIN,TX,78754,19065157,25000000,27-APR-2026,2026Q2
0002064835-26-000049,Telo Genomics Corp.,0001872138,1060 QUEBEC STREET,,VANCOUVER,A1,V6A 4K8,7346,19100,24-APR-2026,2026Q2
0001814194-26-000003,Neuro-Kinesis Corp,0001814194,10524 S. LA CIENEGA BLVD.,,INGLEWOOD,CA,90304,51000,2000000,24-APR-2026,2026Q2
0002093250-26-000001,VST BIO Corp,0002093250,"4653 CARMEL MOUNTAIN ROAD, STE 308",PMB 1015,SAN DIEGO,CA,92130,31888146,31888146,24-APR-2026,2026Q2
0001213900-26-047095,Polyrizon Ltd.,0001893645,8 HAPNINA STREET,,RAANANA,L3,4321545,3499992,3499992,23-APR-2026,2026Q2
0001213900-26-047044,Ionetix Corp / DE /,0002108121,"3130 SOVEREIGN DRIVE, SUITE 5D",,LANSING,MI,48911,32331837,32331837,23-APR-2026,2026Q2
0001852167-26-000001,"Adela, Inc.",0001852167,353 HATCH DRIVE,,FOSTER CITY,CA,94404,5000000,5000000,23-APR-2026,2026Q2
0001658021-26-000006,"General Oncology, Inc.",0001658021,"57 Chapel Street, Third Floor",,Newton,MA,02458,4805299,4805299,23-APR-2026,2026Q2
0002130905-26-000001,"Selva Nexus, Inc.",0002130905,1209 MOUNTAIN ROAD PL NE #11522,,ALBUQUERQUE,NM,87110,50000,750000,23-APR-2026,2026Q2
0001493152-26-018593,"Hepion Pharmaceuticals, Inc.",0001583771,34 SHREWSBURY AVE.,SUITE 1D,RED BANK,NJ,07701,700000,700000,22-APR-2026,2026Q2
0002042505-26-000003,Corami Biotech Inc.,0002042505,5395 N ANGELA ROAD,,MEMPHIS,TN,38120,230000,1000000,22-APR-2026,2026Q2
0001213900-26-046528,"Nok Therapeutics, Inc.",0002038166,2009 MACKENZIE WAY,SUITE 100,CRANBERRY TWP.,PA,16066,649000,750000,22-APR-2026,2026Q2
0002087088-26-000003,Visor Health Inc.,0002087088,3723 TAYLORSVILLE ROAD,SUITE B,LOUISVILLE,KY,40220,0,3000000,22-APR-2026,2026Q2
0001231919-26-000386,"Terremoto Biosciences, Inc.",0002130748,"230 EAST GRAND AVENUE, SUITE 200",,SOUTH SAN FRANCISCO,CA,94080,40725000,108599999,22-APR-2026,2026Q2
0002002357-26-000001,"Tetrous, Inc.",0002002357,"14930 VENTURA BLVD., SUITE 325",,SHERMAN OAKS,CA,91324,1741024,4000000,22-APR-2026,2026Q2
0001372514-26-000038,KIORA PHARMACEUTICALS INC,0001372514,169 SAXONY RD.,SUITE 212,ENCINITAS,CA,92024,5000000,5000000,21-APR-2026,2026Q2
0002124719-26-000001,Haylex Laboratories Inc.,0002124719,2317 TRAILS END,,KERRVILLE,TX,78028,50000,1500000,21-APR-2026,2026Q2
0001893991-26-000003,Avivomed Inc.,0001893991,2896 Centre Pointe Drive,,Roseville,MN,55113,5000000,12000000,21-APR-2026,2026Q2
0001922830-26-000003,"Pearl Diagnostics, Inc.",0001922830,1812 ASHLAND AVENUE,SUITE G32,BALTIMORE,MD,21205,11150000,11150000,21-APR-2026,2026Q2
0000912282-26-000632,TELYRX HOLDINGS INC.,0002113853,"333 Bay Street, Suite 2400",,Toronto,A6,M5H 2T6,12623935,12623935,20-APR-2026,2026Q2
0000912282-26-000629,TelyRx Finco Inc.,0002125491,"333 Bay Street, Suite 2400",,Toronto,A6,M5H 2T6,12623935,12623935,20-APR-2026,2026Q2
0002080259-26-000001,Paralos Bioscience Inc.,0002080259,570 WESTWOOD PLAZA LAB ROOM 6350,ATTN: PARALOS BIOSCIENCE INC (MAGNIFY),LOS ANGELES,CA,90095,328900,1000000,17-APR-2026,2026Q2
0002088485-26-000001,"Tinos Therapeutics, Inc.",0002088485,700 MAIN STREET,,CAMBRIDGE,MA,02139,2250000,4000000,17-APR-2026,2026Q2
0002116929-26-000001,"Aethl Bio, Inc.",0002116929,100 S JACKSON AVE,STE 05-526,PITTSBURGH,PA,15202,1635000,5000000,17-APR-2026,2026Q2
0001898714-26-000001,"Bonum Therapeutics, Inc.",0001898714,1150 EASTLAKE AVENUE E,SUITE 1100,SEATTLE,WA,98109,26907396,32301381,17-APR-2026,2026Q2
0001231919-26-000364,Spiral Therapeutics Inc,0001761906,6000 SHORELINE COURT,SUITE 206,SOUTH SAN FRANCISCO,CA,94080,27089839,27089842,16-APR-2026,2026Q2
0002064835-26-000048,Principal Technologies Inc.,0002105516,2500 - 700 WEST GEORGIA STREET,,VANCOUVER,A1,V7Y 1B3,325338,325338,16-APR-2026,2026Q2
0001685163-26-000002,"NovAb, Inc.",0001685163,1860 MONTREAL ROAD,,TUCKER,GA,30084,65000,250000,16-APR-2026,2026Q2
